0,401
1,813
2,238
3,935
4,721
5,892
6,72
7,444
8,227
9,899
10,568
11,293
12,956
13,548
14,546
15,942
16,277
17,683
18,289
19,195
20,184
21,339
22,741
23,946
24,627
25,700
26,348
27,970
28,985
29,52
30,374
31,733
32,212
33,756
34,381
35,309
36,313
37,76
38,102
39,734
40,418
41,481
42,929
43,453
44,432
45,718
46,536
47,992
48,698
49,767
50,675
51,842
52,858
53,382
54,67
55,867
56,709
57,6
58,80
59,245
60,361
61,874
62,270
63,746
64,28
65,151
66,209
67,735
68,200
69,172
70,372
71,855
72,99
73,615
74,709
75,998
76,657
77,88
78,589
79,295
80,846
81,581
82,579
83,791
84,817
85,935
86,593
87,37
88,128
89,998
90,635
91,695
92,516
93,822
94,511
95,257
96,590
97,141
98,342
99,494
100,994
101,793
102,53
103,126
104,407
105,383
106,198
107,456
108,935
109,249
110,962
111,65
112,999
113,898
114,99
115,167
116,260
117,229
118,12
119,862
120,702
121,504
122,509
123,221
124,401
125,601
126,300
127,177
128,710
129,767
130,798
131,859
132,603
133,207
134,667
135,991
136,92
137,187
138,541
139,830
140,106
141,250
142,360
143,496
144,894
145,442
146,487
147,38
148,695
149,10
150,611
151,824
152,636
153,415
154,567
155,608
156,300
157,738
158,784
159,364
160,296
161,873
162,87
163,510
164,483
165,612
166,491
167,420
168,29
169,151
170,309
171,712
172,583
173,972
174,866
175,272
176,24
177,370
178,943
179,381
180,454
181,716
182,325
183,867
184,920
185,791
186,753
187,703
188,409
189,772
190,960
191,613
192,609
193,960
194,178
195,74
196,818
197,169
198,0
199,87
200,506
201,52
202,21
203,981
204,482
205,233
206,234
207,996
208,866
209,440
210,590
211,363
212,336
213,730
214,860
215,715
216,930
217,130
218,604
219,379
220,812
221,873
222,482
223,764
224,999
225,960
226,132
227,545
228,47
229,535
230,959
231,601
232,911
233,353
234,989
235,698
236,82
237,818
238,619
239,181
240,773
241,521
242,313
243,346
244,651
245,322
246,228
247,312
248,378
249,316
250,968
251,258
252,102
253,837
254,866
255,588
256,590
257,453
258,297
259,509
260,661
261,464
262,252
263,870
264,144
265,567
266,9
267,239
268,353
269,202
270,242
271,984
272,656
273,454
274,640
275,394
276,797
277,607
278,161
279,361
280,513
281,859
282,558
283,489
284,558
285,550
286,477
287,123
288,198
289,76
290,807
291,210
292,638
293,206
294,962
295,705
296,635
297,701
298,467
299,607
300,605
301,428
302,115
303,42
304,817
305,981
306,392
307,824
308,410
309,416
310,980
311,690
312,287
313,764
314,513
315,774
316,29
317,140
318,675
319,157
320,178
321,292
322,109
323,236
324,281
325,75
326,761
327,784
328,518
329,206
330,68
331,483
332,716
333,190
334,594
335,358
336,181
337,99
338,335
339,334
340,244
341,642
342,156
343,85
344,324
345,597
346,284
347,912
348,529
349,754
350,519
351,206
352,323
353,771
354,634
355,394
356,721
357,999
358,958
359,21
360,207
361,385
362,783
363,262
364,41
365,43
366,153
367,131
368,112
369,452
370,450
371,429
372,675
373,628
374,851
375,891
376,400
377,94
378,777
379,31
380,904
381,164
382,53
383,464
384,219
385,174
386,169
387,323
388,361
389,302
390,119
391,505
392,687
393,101
394,284
395,113
396,52
397,548
398,17
399,585
400,546
401,887
402,858
403,19
404,789
405,525
406,120
407,58
408,505
409,284
410,171
411,32
412,491
413,335
414,952
415,884
416,880
417,44
418,122
419,727
420,511
421,965
422,596
423,674
424,451
425,211
426,779
427,487
428,506
429,123
430,764
431,879
432,183
433,197
434,823
435,336
436,510
437,739
438,88
439,671
440,499
441,709
442,426
443,557
444,766
445,634
446,536
447,756
448,522
449,962
450,76
451,516
452,309
453,200
454,120
455,570
456,515
457,281
458,85
459,92
460,968
461,368
462,488
463,238
464,293
465,351
466,31
467,645
468,830
469,905
470,238
471,112
472,806
473,125
474,990
475,33
476,308
477,9
478,523
479,901
480,744
481,528
482,570
483,80
484,905
485,481
486,380
487,496
488,600
489,327
490,382
491,194
492,838
493,773
494,392
495,791
496,101
497,746
498,259
499,137
500,428
501,607
502,189
503,190
504,634
505,561
506,169
507,527
508,204
509,31
510,100
511,907
512,38
513,452
514,652
515,490
516,545
517,279
518,287
519,110
520,921
521,514
522,630
523,818
524,535
525,204
526,806
527,491
528,182
529,593
530,470
531,458
532,979
533,855
534,591
535,335
536,43
537,410
538,785
539,282
540,860
541,788
542,45
543,312
544,725
545,536
546,761
547,881
548,198
549,270
550,456
551,407
552,341
553,620
554,452
555,510
556,236
557,360
558,844
559,617
560,924
561,406
562,738
563,192
564,678
565,760
566,497
567,178
568,490
569,667
570,356
571,742
572,694
573,718
574,459
575,714
576,844
577,164
578,384
579,303
580,873
581,862
582,411
583,118
584,955
585,212
586,186
587,523
588,216
589,192
590,299
591,302
592,758
593,409
594,684
595,422
596,337
597,265
598,551
599,468
600,714
601,75
602,653
603,506
604,184
605,565
606,131
607,935
608,240
609,763
610,932
611,648
612,414
613,289
614,213
615,571
616,194
617,600
618,768
619,711
620,324
621,805
622,603
623,201
624,916
625,981
626,156
627,48
628,981
629,796
630,10
631,285
632,62
633,618
634,761
635,290
636,704
637,140
638,540
639,399
640,556
641,417
642,660
643,133
644,499
645,760
646,804
647,153
648,468
649,478
650,611
651,86
652,781
