0,223,28,3
1,88,74,4
2,641,78,4
3,896,9,8
4,506,68,4
5,676,15,7
6,810,3,6
7,855,25,5
8,919,86,7
9,654,14,7
10,604,7,7
11,595,49,6
12,293,52,6
13,678,26,7
14,140,75,3
15,584,93,8
16,337,45,2
17,548,68,9
18,312,28,6
19,519,46,9
20,422,80,2
21,61,99,9
22,8,40,8
23,17,46,1
24,711,56,5
25,812,73,3
26,840,67,9
27,729,78,4
28,735,4,4
29,354,63,5
30,30,19,10
31,147,19,9
32,548,72,4
33,437,99,4
34,256,48,10
35,313,53,3
36,597,31,5
37,216,0,10
38,891,16,3
39,9,62,5
40,524,47,7
41,175,57,2
42,789,49,8
43,787,60,4
44,496,8,8
45,459,98,1
46,883,49,5
47,753,35,5
48,671,99,5
49,100,95,1
50,625,9,1
51,879,58,9
52,795,62,9
53,284,53,7
54,943,5,10
55,422,92,1
56,949,23,6
57,301,36,10
58,774,9,6
59,241,88,7
60,268,29,7
61,580,70,6
62,672,62,2
63,978,60,2
64,952,73,10
65,79,54,1
66,660,11,6
67,936,12,4
68,884,1,1
69,698,58,1
70,528,49,3
71,543,81,2
72,585,70,6
73,49,6,1
74,894,85,10
75,108,10,8
76,767,94,3
77,675,40,8
78,736,39,3
79,969,96,8
80,504,86,10
81,83,98,9
82,726,73,7
83,827,84,6
84,135,30,9
85,137,85,10
86,787,38,2
87,919,90,10
88,298,78,4
89,458,27,3
90,81,76,6
91,771,65,3
92,187,76,3
93,822,41,10
94,333,61,9
95,963,81,8
96,991,80,6
97,246,27,10
98,856,27,9
99,970,74,10
100,640,18,7
101,222,13,8
102,246,0,9
103,674,14,8
104,239,80,2
105,246,93,4
106,686,69,7
107,796,68,2
108,7,61,2
109,472,14,5
110,878,66,9
111,854,43,3
112,854,71,7
113,456,57,5
114,128,65,1
115,841,60,5
116,387,66,10
117,314,61,4
118,302,6,8
119,90,95,6
120,849,75,3
121,19,53,2
122,318,63,4
123,269,55,9
124,866,38,2
125,439,7,7
126,515,90,5
127,795,12,2
128,732,16,5
129,297,12,2
130,326,90,5
131,909,53,10
132,315,68,9
133,223,87,5
134,491,65,3
135,751,8,6
136,353,52,7
137,663,56,8
138,281,17,4
139,983,34,6
140,809,35,6
141,56,55,4
142,65,93,3
143,356,16,8
144,665,65,7
145,56,74,2
146,377,17,4
147,280,27,9
148,372,6,10
149,762,92,10
150,304,91,6
151,355,36,6
152,791,59,6
153,124,47,3
154,374,50,3
155,903,68,9
156,490,18,10
157,965,51,9
158,538,17,5
159,407,59,5
160,753,99,3
161,515,91,9
162,782,22,4
163,282,5,7
164,124,19,1
165,664,89,3
166,63,51,5
167,620,71,6
