0,98,16
1,91,69
2,43,49
3,87,33
4,21,50
5,6,77
6,31,74
7,25,86
8,94,20
9,48,33
10,82,6
11,55,97
12,77,1
13,26,75
14,96,48
15,71,98
16,24,12
17,62,98
18,48,41
19,9,31
20,2,64
21,47,95
22,14,53
23,39,48
24,7,56
25,75,49
26,29,14
27,53,5
28,89,17
29,1,21
30,57,40
31,99,37
32,87,56
33,35,66
34,89,72
35,28,1
36,70,51
37,25,35
38,3,48
39,28,76
40,93,62
41,4,9
42,25,33
43,98,21
44,47,61
45,36,44
46,36,11
47,0,89
48,94,37
49,67,57
50,91,50
51,8,85
52,17,35
53,46,89
54,49,85
55,23,64
56,40,83
57,57,2
58,22,74
59,80,75
60,24,91
61,10,0
62,48,60
63,2,45
64,39,17
65,40,83
66,80,12
67,45,75
68,65,79
69,36,52
70,49,8
71,43,49
72,22,95
73,3,2
74,61,58
75,61,16
76,58,85
77,81,85
78,42,80
79,15,0
80,12,76
81,77,59
82,21,32
83,13,1
84,39,41
85,28,62
86,87,95
87,2,92
88,57,49
89,87,90
90,47,27
91,33,56
92,27,55
93,56,74
94,62,28
95,79,93
96,8,47
97,64,59
98,68,49
99,43,78
100,93,76
101,25,1
102,53,75
103,89,5
104,3,25
105,22,8
106,40,42
107,76,16
108,46,84
109,55,22
110,85,89
111,58,45
112,97,60
113,76,53
114,68,78
115,86,16
116,47,89
117,53,82
118,85,18
119,80,49
120,74,58
121,41,59
122,73,85
123,22,53
124,14,71
125,27,99
126,52,63
127,40,60
128,39,34
129,34,66
130,24,88
131,16,56
132,48,79
133,53,67
134,13,98
135,41,29
136,22,17
137,6,37
138,24,39
139,68,40
140,24,28
141,61,31
142,36,21
143,4,13
144,74,91
145,80,66
146,11,1
147,34,98
148,33,48
149,40,17
150,68,62
151,97,31
152,44,93
153,43,85
154,42,31
155,85,62
156,3,61
157,38,0
158,92,85
159,65,94
160,67,97
161,20,43
162,79,48
163,86,42
164,90,23
165,72,70
166,69,48
167,44,80
168,8,45
169,92,1
170,63,32
171,16,98
172,85,85
173,52,49
174,24,92
175,65,62
176,94,59
177,71,42
178,83,97
179,73,39
180,20,72
181,53,53
182,58,18
183,27,30
184,64,27
185,42,64
186,10,60
187,79,41
188,63,73
189,11,31
190,80,92
191,89,13
192,86,21
193,16,73
194,78,87
195,12,98
196,37,73
197,85,85
198,63,94
199,4,55
200,4,56
201,45,11
202,42,49
203,55,71
204,23,38
205,34,47
206,98,89
207,72,85
208,25,90
209,26,47
210,80,19
211,53,60
212,45,46
213,3,7
214,37,79
215,94,69
216,70,47
217,37,93
218,61,78
219,83,44
220,59,81
221,4,50
222,1,98
223,27,73
224,46,95
225,21,34
226,23,9
227,63,20
228,16,72
229,66,59
230,78,49
231,97,62
232,43,91
233,88,51
234,22,70
235,34,56
236,91,68
237,8,20
238,46,33
239,65,21
240,44,62
241,99,9
242,38,10
243,47,73
244,70,67
245,75,47
246,93,63
247,79,58
248,16,33
249,77,27
250,92,97
251,97,41
252,1,17
253,71,49
254,50,87
255,15,10
256,71,9
257,36,96
258,59,31
259,78,58
260,19,37
261,61,71
262,62,43
263,84,28
264,79,23
265,64,50
266,29,26
267,13,17
268,93,17
269,96,56
270,77,23
271,23,31
272,16,52
273,58,72
274,34,5
275,90,52
276,28,9
277,86,94
278,3,60
279,74,79
280,2,86
281,35,57
282,34,22
283,56,84
284,0,25
285,56,24
286,36,87
287,44,95
288,33,38
289,89,67
290,95,88
291,92,83
292,38,61
293,2,64
294,48,12
295,59,45
296,54,23
297,66,19
298,1,46
299,42,27
300,96,5
301,33,16
302,22,13
303,18,22
304,56,55
305,69,57
306,35,46
307,54,28
308,98,87
309,17,4
310,47,93
311,79,5
312,11,73
313,38,36
314,35,73
315,94,94
316,12,18
317,53,24
318,66,21
319,17,11
320,57,93
321,86,99
322,74,90
323,97,88
324,92,56
325,12,5
326,29,66
327,11,38
328,88,80
329,44,34
330,83,33
331,13,4
332,70,80
333,50,99
334,76,57
335,71,17
336,68,37
337,71,86
338,83,66
339,20,56
340,75,81
341,79,28
342,48,50
343,78,7
344,7,84
345,3,97
346,39,4
347,65,44
348,98,78
349,45,44
350,4,90
351,43,2
352,10,82
353,48,36
354,71,45
355,48,72
356,70,16
357,98,50
358,29,75
359,90,55
360,27,84
361,62,57
362,88,50
363,99,43
364,61,74
365,22,93
366,47,88
367,84,54
368,52,52
369,88,63
370,52,34
371,69,22
372,68,60
373,87,78
374,23,80
375,33,52
376,81,56
377,37,70
378,54,38
379,60,97
380,74,26
381,94,75
382,98,63
383,35,16
384,35,17
385,75,35
386,81,61
387,96,69
388,97,65
389,70,37
390,57,2
391,91,39
392,84,98
393,45,78
394,80,51
395,52,63
396,83,86
397,16,0
398,86,62
399,58,75
400,7,37
401,20,60
402,22,59
403,55,56
404,59,53
405,47,46
406,24,15
407,2,75
408,74,46
409,40,0
410,95,50
411,23,98
412,94,87
413,95,64
414,45,82
415,49,30
416,66,15
417,7,38
418,95,56
419,93,80
420,33,79
421,99,42
422,34,9
423,8,72
424,14,18
425,77,73
426,76,47
427,79,92
428,82,54
429,29,40
430,33,16
431,18,34
432,97,20
433,22,22
434,14,23
435,36,94
436,12,56
437,26,45
438,64,11
439,21,25
440,23,97
441,15,1
442,96,83
443,26,80
444,42,31
445,23,10
446,21,61
447,19,41
448,96,34
449,46,49
450,26,18
451,79,41
452,53,15
453,3,53
454,62,7
455,88,38
456,93,13
457,8,23
458,36,72
459,34,39
460,32,48
461,50,59
462,87,69
463,83,42
464,78,67
465,85,65
466,79,69
467,96,26
468,71,90
469,7,73
470,70,37
471,13,21
472,47,32
473,56,97
474,59,36
475,82,20
476,81,80
477,25,14
478,80,23
479,93,92
480,5,0
481,42,99
482,77,95
483,16,44
484,89,47
485,72,50
486,63,58
487,9,19
488,52,34
489,28,25
490,23,77
491,25,54
492,91,66
493,84,42
494,1,27
495,36,52
496,82,75
497,76,59
498,18,71
499,47,92
500,89,24
501,56,25
502,65,60
503,79,32
504,25,80
505,70,50
506,88,40
507,73,24
508,27,15
509,89,68
510,95,60
511,6,39
512,3,91
513,67,84
514,59,55
515,12,81
516,53,60
517,45,76
518,26,27
519,59,56
520,41,28
521,68,0
522,37,39
523,71,71
524,42,78
525,13,5
526,42,83
527,60,75
528,80,52
529,9,73
530,26,26
531,8,2
532,67,69
533,87,79
534,41,26
535,52,21
536,90,89
537,2,71
538,3,32
539,59,92
540,69,73
541,80,84
542,38,12
543,54,99
544,60,41
545,43,10
546,9,29
547,88,17
548,27,93
549,20,89
550,21,43
551,66,69
552,92,1
553,97,30
554,96,61
555,62,23
556,41,1
557,7,10
558,58,28
559,37,76
560,63,30
561,85,41
562,10,2
563,94,46
564,87,86
565,31,22
566,22,97
567,83,0
568,64,40
569,40,35
570,85,26
571,64,25
572,33,57
573,40,41
574,25,17
575,68,27
576,12,56
577,34,11
578,32,66
579,81,34
580,56,63
581,70,47
582,60,50
583,26,41
584,72,73
585,42,76
586,25,70
587,47,31
588,29,36
589,31,97
590,91,35
591,55,80
592,94,14
593,30,62
594,75,33
595,17,47
596,40,33
597,55,15
598,61,20
599,81,50
600,58,24
601,94,5
602,82,71
603,30,12
604,99,65
605,81,8
606,3,73
607,3,67
608,49,10
609,38,60
610,99,31
611,11,81
612,62,79
613,55,46
614,40,25
615,30,69
616,90,16
617,72,18
618,59,46
619,34,66
620,38,96
621,2,99
622,14,7
623,71,83
624,83,2
625,34,19
626,71,34
627,16,17
628,55,50
629,79,74
630,4,43
631,66,15
632,43,65
633,26,67
634,97,94
635,70,70
636,75,16
637,47,60
638,94,35
639,86,35
640,29,36
641,56,30
642,10,18
643,75,70
644,9,47
645,59,12
646,23,93
647,58,14
648,82,60
649,9,91
650,79,70
651,43,13
652,42,90
653,55,30
654,77,97
655,54,24
656,18,98
657,30,50
658,54,63
659,76,31
660,79,6
661,12,54
662,92,8
663,16,50
664,21,50
665,80,73
666,8,45
667,29,87
668,42,28
669,4,59
670,70,12
671,50,84
672,88,34
673,1,38
674,79,64
675,18,53
676,32,40
677,5,75
678,83,9
679,27,51
680,80,50
681,59,89
682,56,89
683,3,76
684,35,31
685,11,27
686,93,90
687,59,56
688,30,97
689,58,41
690,74,78
691,38,63
692,65,88
693,30,81
694,79,47
695,87,5
696,71,93
697,78,87
