0,210,53,6
1,696,44,8
2,883,74,9
3,32,12,4
4,994,84,1
5,892,28,6
6,24,84,4
7,196,56,4
8,272,70,6
9,109,41,7
10,413,62,6
11,536,65,6
12,728,25,4
13,661,44,1
14,99,84,6
15,806,89,1
16,910,73,5
17,589,97,6
18,14,87,1
19,431,84,5
20,523,43,8
21,509,40,8
22,183,57,4
23,593,54,7
24,849,73,5
25,91,94,8
26,889,28,4
27,630,49,6
28,83,71,5
29,819,22,8
30,312,18,1
31,339,85,2
32,385,58,3
33,236,5,4
34,733,91,6
35,760,16,10
36,717,47,5
37,33,9,8
38,717,45,8
39,509,57,7
40,128,6,7
41,753,99,6
42,2,20,4
43,769,7,8
44,51,99,3
45,188,54,7
46,305,99,10
47,704,15,5
48,326,5,7
49,358,38,10
50,294,83,6
51,750,60,3
52,643,18,3
53,545,83,3
54,206,19,4
55,261,52,10
56,476,26,8
57,672,8,10
58,16,90,6
59,998,28,3
60,803,48,9
61,108,13,8
62,84,73,1
63,16,26,6
64,945,62,7
65,494,61,10
66,71,20,1
67,652,76,3
68,73,33,10
69,93,79,3
70,713,60,10
71,574,40,1
72,721,65,5
73,413,55,6
74,317,39,8
75,754,94,9
76,525,35,2
77,334,38,5
78,99,70,1
79,807,11,8
80,489,0,10
81,536,64,10
82,27,8,3
83,524,34,1
84,691,74,1
85,430,10,3
86,349,4,8
87,617,19,4
88,527,73,5
89,834,15,9
90,57,24,7
91,419,52,5
92,558,1,8
93,691,47,4
94,426,83,6
95,254,73,6
96,406,58,3
97,149,8,8
98,583,68,4
99,828,25,5
100,576,34,8
101,493,34,8
102,6,74,10
103,819,28,1
104,483,64,5
105,480,11,5
106,526,84,5
107,864,99,1
108,802,99,4
109,958,29,1
110,691,72,1
111,103,15,7
112,137,31,6
113,640,8,2
114,875,92,2
115,958,54,5
116,774,99,5
117,809,51,8
118,979,85,10
119,202,50,8
120,269,80,1
121,655,40,2
122,366,23,8
123,128,10,10
124,705,42,8
125,219,73,1
126,418,38,10
127,766,15,1
128,496,2,9
129,372,2,2
130,396,17,4
131,56,4,7
132,592,68,7
133,347,23,8
134,463,45,2
135,123,96,2
136,730,12,5
137,987,17,1
138,470,9,7
139,967,78,10
140,585,69,2
141,306,55,5
142,772,29,4
143,66,44,2
144,153,10,2
145,696,41,8
146,33,84,3
147,855,10,7
148,825,39,2
149,83,55,5
150,471,74,4
151,122,85,3
152,156,37,9
153,225,81,3
154,349,69,4
155,756,9,8
156,922,22,7
157,164,86,2
158,846,90,8
159,493,25,4
160,999,27,5
161,184,18,4
162,390,69,7
163,63,29,10
164,998,21,6
165,553,10,7
166,486,14,10
167,776,89,2
168,986,91,3
169,996,29,1
170,560,57,10
171,491,30,6
172,112,70,3
173,471,56,2
174,741,49,2
175,860,18,9
176,468,68,5
177,998,22,3
178,230,94,3
179,332,16,8
180,292,15,3
181,116,77,2
182,754,43,5
183,229,97,6
184,274,63,5
185,609,37,8
186,64,54,8
187,915,21,5
188,999,46,4
189,886,96,10
190,437,76,6
191,132,53,4
192,656,34,2
193,700,66,7
194,159,58,8
195,65,79,4
196,913,28,6
197,761,4,8
198,316,24,5
199,948,85,3
200,254,99,7
201,791,31,3
202,278,90,8
203,266,10,7
204,717,9,1
205,308,94,5
206,902,90,8
207,331,25,7
208,853,75,7
209,977,44,2
210,645,68,10
211,255,91,7
212,964,87,6
213,667,52,2
214,440,64,10
215,187,54,5
216,575,57,10
217,834,37,2
218,36,50,1
219,750,80,4
220,368,47,1
221,386,57,8
222,509,41,5
223,151,61,3
224,593,68,9
225,772,84,7
226,527,45,9
227,553,81,8
228,733,35,6
229,778,24,7
230,651,66,8
231,847,31,1
232,216,8,5
233,498,55,4
234,389,3,10
235,452,23,5
236,255,19,4
237,466,48,7
238,724,64,9
239,567,30,1
240,100,90,7
241,460,5,9
242,555,77,1
243,190,88,4
244,914,8,10
245,314,54,2
246,0,71,6
247,28,76,6
248,70,69,4
249,460,68,10
250,928,23,3
251,136,59,2
252,239,63,10
253,930,49,5
254,11,99,10
255,352,50,9
256,718,30,8
257,18,54,2
258,991,84,5
259,268,26,3
260,103,91,4
261,867,39,1
262,933,70,5
263,408,11,3
264,611,19,9
265,278,3,6
266,207,63,9
267,708,72,10
268,586,17,1
269,127,69,4
270,30,68,8
271,473,50,10
272,559,38,9
273,453,5,1
274,981,95,8
275,396,25,8
276,380,36,4
277,447,61,9
278,835,63,1
279,208,14,10
280,775,37,4
281,146,82,7
282,810,31,3
283,192,98,2
284,438,97,3
285,505,72,2
286,787,93,8
287,14,1,9
288,843,28,5
289,379,54,6
290,937,63,1
291,99,37,1
292,576,63,4
293,954,44,7
294,253,57,1
295,605,41,2
296,857,59,8
297,438,24,9
298,376,84,7
299,924,16,3
300,777,4,8
301,67,76,7
302,303,51,8
303,521,87,4
304,442,54,5
305,548,67,5
306,205,28,9
307,87,28,10
308,163,40,4
309,11,54,2
310,266,45,7
311,533,46,6
312,49,7,8
313,215,86,10
314,791,96,3
315,841,86,8
316,187,56,9
317,190,97,7
318,965,99,9
319,972,84,9
320,158,57,7
321,498,90,2
322,610,7,9
323,72,37,8
324,535,17,8
325,997,72,7
326,636,54,5
327,134,30,4
328,532,44,10
329,224,68,9
330,385,92,1
331,577,53,6
332,332,23,5
333,269,99,7
334,184,66,3
335,241,46,9
336,724,4,3
337,997,0,4
338,433,96,8
339,981,35,6
340,746,19,4
341,868,47,1
342,406,98,5
343,251,84,2
344,662,40,4
345,532,71,5
346,261,52,5
347,880,15,2
348,947,64,9
349,895,6,10
350,446,64,10
351,609,64,7
352,823,85,6
353,112,58,5
354,736,29,10
355,345,55,1
356,503,94,7
357,732,99,4
358,297,33,1
359,839,3,7
360,922,53,4
361,215,36,2
362,923,52,3
363,706,44,5
364,199,97,4
365,192,56,2
366,195,84,9
367,855,56,8
368,542,7,7
369,578,7,8
370,28,27,6
371,270,5,2
372,366,98,8
373,506,93,2
374,307,0,7
375,995,34,10
376,411,63,1
377,19,42,5
378,273,5,4
379,478,4,6
380,705,6,5
381,630,75,2
382,842,64,1
383,648,71,9
384,854,86,6
385,254,29,6
386,941,86,4
387,779,20,8
388,23,25,2
389,181,0,7
390,911,45,6
391,137,45,4
392,655,15,5
393,581,21,2
394,241,18,5
395,219,96,2
396,999,77,8
397,381,58,10
398,209,79,7
399,797,58,10
400,905,94,5
401,335,35,9
402,801,63,10
403,350,28,2
404,571,44,2
405,78,25,4
406,584,59,3
407,90,1,5
408,849,47,3
409,32,45,10
410,706,36,9
411,859,18,6
412,151,56,5
413,808,86,8
414,784,86,7
415,429,46,3
416,4,33,6
417,916,41,4
418,874,5,1
419,123,29,1
420,571,90,1
421,923,79,5
422,815,93,9
423,854,92,5
424,48,62,6
425,921,55,10
426,851,86,6
427,954,68,5
428,131,53,10
429,468,10,8
430,379,15,9
431,495,92,6
432,107,68,9
433,172,98,8
434,85,42,1
435,982,89,7
436,721,38,3
437,711,47,4
438,960,57,6
439,391,27,8
440,689,53,7
441,95,17,3
442,658,62,6
443,946,39,1
444,397,97,5
445,575,98,1
446,236,71,4
447,350,90,3
448,200,9,5
449,267,67,9
450,616,74,1
451,160,4,3
452,685,16,7
453,346,3,6
454,651,91,5
455,640,65,3
456,594,52,1
457,224,40,4
458,66,22,8
459,828,8,9
460,323,1,4
461,873,36,9
462,210,96,5
463,614,93,8
464,468,58,5
465,602,92,6
466,273,12,2
467,932,50,6
468,399,63,1
469,377,7,3
470,766,68,5
471,465,99,7
472,28,16,1
473,338,14,3
474,706,38,7
475,565,11,9
476,703,3,4
477,558,14,1
478,601,97,9
479,799,27,6
480,940,14,7
481,589,1,8
482,950,4,10
483,558,42,6
484,282,26,6
485,88,97,10
486,295,86,8
487,44,23,2
488,637,15,6
489,57,99,5
490,929,41,5
491,916,69,3
492,650,3,4
493,321,5,2
494,101,79,2
495,693,30,7
496,366,57,7
497,230,12,6
498,928,52,4
499,699,47,10
500,479,96,1
501,237,13,1
502,904,10,1
503,238,65,8
504,504,4,5
505,199,23,8
506,887,39,5
507,815,95,6
508,543,47,2
509,665,37,1
510,401,99,2
511,324,54,9
512,591,29,10
513,793,0,10
514,765,62,1
515,948,95,7
516,872,95,7
517,598,68,2
518,968,73,3
519,369,3,10
520,350,99,5
521,875,87,1
522,358,29,6
523,111,49,4
524,429,61,3
525,676,50,5
526,279,78,4
527,413,92,2
528,949,20,5
529,707,4,10
530,31,30,5
531,582,46,1
532,914,49,5
533,904,34,4
534,105,18,2
535,910,32,10
536,0,50,5
537,464,85,9
538,720,98,10
539,151,56,8
540,378,73,8
541,464,22,1
542,360,30,1
543,802,9,8
544,886,86,2
545,718,10,1
546,871,32,4
547,737,62,4
548,391,19,1
549,568,61,6
550,993,19,4
551,504,52,9
552,232,19,6
553,856,8,10
554,491,97,5
555,120,33,2
556,879,8,7
557,643,36,1
558,711,36,1
559,242,5,2
560,653,8,8
561,347,40,2
562,552,85,8
563,428,50,3
564,219,34,2
565,299,89,5
566,802,11,4
567,918,75,5
568,468,27,1
569,801,93,4
570,424,11,4
571,623,43,1
572,963,46,3
573,727,15,3
574,531,75,1
575,595,34,6
576,641,72,6
577,726,8,8
578,230,70,7
579,616,92,8
580,703,8,10
581,519,1,5
582,573,68,8
583,355,72,7
584,22,89,10
585,653,96,9
586,988,6,10
587,540,40,1
588,822,12,6
589,964,73,4
590,199,58,6
591,383,69,5
592,353,52,3
593,444,9,9
594,708,53,9
595,543,96,5
596,58,95,6
597,60,72,8
598,571,10,6
599,276,32,2
600,772,52,7
601,804,10,5
602,960,29,10
603,920,54,2
604,55,73,5
605,743,61,7
606,37,47,5
607,181,89,8
608,830,25,8
609,455,41,3
610,180,55,9
611,851,50,10
612,875,38,6
613,864,49,8
614,258,82,1
615,813,5,5
616,170,14,9
617,578,52,4
618,795,36,8
619,144,32,9
620,54,84,4
621,28,98,7
622,722,26,9
623,204,28,1
624,519,54,3
625,36,11,5
626,369,43,4
627,830,40,8
628,479,23,6
629,719,36,3
630,902,21,7
631,194,80,9
632,454,77,1
633,610,28,9
634,578,25,3
635,480,93,8
636,571,84,8
637,357,17,4
638,941,61,5
639,982,50,6
640,402,15,9
641,717,67,8
642,650,66,1
643,765,83,5
644,146,90,9
645,556,87,10
646,841,31,1
647,168,81,9
648,485,84,2
649,496,58,7
650,359,81,9
651,180,72,8
652,509,65,9
653,714,78,3
654,996,11,1
655,946,17,6
656,866,43,3
657,920,98,2
658,594,53,9
659,481,84,9
660,394,38,5
661,699,33,2
662,744,42,8
663,115,96,7
664,134,64,7
665,125,48,7
666,542,9,1
667,189,21,1
668,246,0,6
669,406,85,6
670,44,83,9
671,505,47,7
672,756,10,6
673,18,48,1
674,527,60,6
675,524,57,3
676,729,65,7
677,95,35,2
678,357,50,1
679,494,1,10
680,132,55,7
681,249,14,2
682,162,51,4
683,753,3,5
684,697,87,9
685,782,23,10
686,160,58,10
687,569,2,9
688,462,13,3
689,497,34,8
690,403,63,4
691,190,65,5
692,809,7,4
693,554,46,1
694,677,82,5
695,267,50,3
696,789,4,5
697,88,4,9
698,779,27,10
699,996,62,7
700,702,37,1
701,813,26,4
702,561,90,6
703,445,48,4
704,267,96,6
705,820,46,9
706,420,10,3
707,964,57,5
708,884,97,10
709,608,24,4
710,523,28,1
711,86,71,4
712,563,23,3
713,298,79,10
714,271,20,3
715,196,12,2
716,683,84,4
717,353,29,7
718,831,18,3
719,896,43,6
720,703,23,4
721,311,24,6
722,934,22,1
723,512,26,3
724,350,21,8
725,829,8,9
726,184,60,9
727,476,94,4
728,455,22,3
729,376,18,2
730,343,49,5
731,649,56,4
732,964,62,7
733,880,97,8
734,732,73,2
735,666,21,7
736,45,46,8
737,782,32,2
738,697,10,4
739,220,75,1
740,741,42,3
741,115,47,8
742,140,60,8
743,278,55,10
744,564,2,6
745,914,86,8
746,242,13,7
747,436,45,10
748,255,42,10
749,763,78,4
750,341,39,10
751,986,96,9
752,501,80,5
753,428,65,9
754,62,24,5
755,434,69,7
756,632,98,9
757,244,98,6
758,481,25,10
759,138,91,10
760,322,38,2
761,237,93,1
762,330,98,2
763,491,52,9
764,255,21,7
765,812,27,7
766,754,72,2
767,885,13,9
768,487,81,9
769,571,20,1
770,63,96,3
771,712,42,7
772,874,23,10
773,695,15,8
774,490,93,9
775,523,41,8
776,934,47,9
777,441,26,1
778,58,93,5
779,556,87,9
780,228,27,8
781,513,20,1
782,936,88,7
783,453,9,9
784,624,35,2
785,262,47,1
786,505,51,4
787,842,3,1
788,559,2,8
789,117,37,7
790,302,28,9
791,858,38,3
792,336,66,2
793,354,8,8
794,580,62,6
795,90,50,2
796,415,47,7
797,103,75,9
798,360,70,4
799,195,70,3
800,911,52,6
801,749,17,3
802,13,60,7
803,774,37,4
804,496,81,3
805,295,62,8
806,888,9,7
807,328,13,2
808,47,8,7
809,184,29,4
810,269,56,8
811,54,73,1
812,262,84,9
813,223,49,6
814,804,42,6
815,155,42,8
816,426,23,6
817,162,20,8
818,379,36,7
819,499,2,3
820,617,67,3
821,19,38,6
822,86,33,10
823,528,41,8
824,115,31,4
825,383,68,6
826,493,42,1
827,167,53,1
828,941,21,2
829,161,49,1
830,5,97,3
831,868,42,2
832,874,97,1
833,85,88,8
834,108,57,10
835,844,79,2
836,382,0,7
837,364,36,5
838,212,44,9
839,298,8,2
840,968,79,5
841,2,64,8
842,136,2,7
843,879,34,8
844,508,66,6
845,295,88,5
846,397,79,7
847,861,19,9
848,839,41,3
849,902,30,7
850,733,78,9
851,692,47,3
852,104,66,7
853,114,7,5
854,433,30,1
855,245,59,4
856,946,53,2
857,347,36,6
858,97,35,10
859,580,85,9
860,360,36,8
861,713,55,5
862,866,46,8
863,869,67,3
864,592,4,9
865,176,95,8
866,842,42,7
867,649,17,6
868,923,92,2
869,820,81,9
870,138,81,10
871,147,88,7
872,750,85,8
873,112,64,2
874,810,94,5
875,963,43,7
876,839,28,4
877,550,24,7
878,152,4,7
879,524,35,5
880,117,3,5
881,559,38,2
882,51,22,1
883,502,61,7
884,488,30,3
885,395,89,6
886,12,76,5
887,922,38,3
888,524,67,6
889,590,82,9
890,30,19,10
891,390,81,6
892,254,15,9
893,539,82,9
894,801,68,4
895,967,68,6
896,693,13,3
897,164,71,2
898,865,23,10
899,431,31,4
900,691,85,6
901,650,39,10
902,335,49,3
903,25,73,5
904,679,73,10
905,550,59,7
906,145,98,1
907,871,30,9
908,224,91,2
909,187,92,9
910,737,66,1
911,56,53,9
912,585,3,3
913,133,19,9
914,689,58,9
915,679,33,9
916,508,57,3
917,638,77,3
918,873,71,10
919,979,37,3
920,893,24,7
921,21,5,6
922,866,77,6
923,856,88,7
924,705,96,4
925,519,96,5
926,982,19,6
927,426,26,8
928,146,77,7
929,649,14,8
930,263,63,3
931,748,80,2
932,475,40,6
933,721,9,6
934,41,89,6
935,235,39,9
936,713,21,2
937,76,15,3
938,615,93,4
939,48,37,5
940,39,11,9
941,80,30,5
942,261,64,1
943,552,11,6
944,403,66,10
945,538,60,5
946,212,19,9
947,518,37,9
948,655,88,3
949,358,49,1
950,186,97,3
951,921,89,5
952,899,23,5
953,641,53,9
954,461,69,8
955,686,83,8
956,224,85,7
957,973,86,4
