0,745,2,35,5
1,273,37,17,7
2,680,15,79,3
3,751,23,13,5
4,108,71,13,9
5,755,41,62,4
6,305,39,76,1
7,700,68,75,7
8,884,57,57,5
9,364,47,43,1
10,724,7,13,9
11,761,54,70,1
12,634,70,55,4
13,754,76,77,1
14,752,40,43,8
15,880,80,80,10
16,599,96,2,8
17,995,53,12,2
18,730,92,72,3
19,127,36,21,8
20,453,73,5,10
21,493,50,98,7
22,211,91,7,4
23,535,44,58,9
24,105,79,34,7
25,827,93,61,4
26,370,13,99,1
27,933,95,82,7
28,0,71,37,3
29,543,20,71,3
30,454,48,44,9
31,215,35,59,6
32,587,56,84,9
33,824,2,2,10
34,627,13,12,8
35,966,30,41,10
36,928,5,97,4
37,453,28,75,3
38,593,73,88,7
39,951,69,14,8
40,711,8,21,2
41,414,31,99,7
42,312,81,83,7
43,56,38,54,4
44,689,17,26,8
45,540,0,81,8
46,461,82,43,3
47,353,11,13,7
48,493,43,28,6
49,140,30,76,3
50,931,35,53,9
51,652,72,65,10
52,617,91,79,3
53,564,44,82,8
54,816,73,55,3
55,222,30,9,2
56,143,21,49,3
57,941,53,23,6
58,135,65,52,6
59,916,60,15,10
60,947,52,64,8
61,835,77,77,8
62,17,77,9,9
63,936,26,17,1
64,838,15,87,10
65,470,61,53,8
66,323,41,39,9
67,476,71,11,7
68,267,49,23,2
69,912,50,92,3
70,257,92,85,8
71,800,27,46,8
72,1,87,70,10
73,49,5,74,6
74,736,47,75,2
75,926,86,99,5
76,829,71,38,9
77,16,35,53,8
78,753,56,48,10
79,262,9,17,4
80,774,73,53,3
81,689,63,24,10
82,786,45,18,2
83,881,45,98,7
84,620,84,26,9
85,16,8,6,7
86,530,83,86,6
87,566,65,80,5
88,11,82,92,7
89,824,71,25,1
90,551,36,1,2
91,768,88,56,4
92,885,63,60,2
93,715,45,49,2
94,808,1,95,6
95,663,23,95,9
96,519,60,18,9
97,243,16,28,5
98,583,40,26,2
99,197,75,57,2
100,805,84,87,9
101,795,87,76,4
102,296,41,94,7
103,169,78,75,2
104,980,11,47,9
105,385,24,88,2
106,902,86,38,8
107,461,47,72,1
108,746,77,54,6
109,22,67,67,5
110,454,38,77,3
111,802,78,96,4
112,806,66,34,4
113,125,77,4,4
114,833,57,1,5
115,988,43,51,1
116,858,27,69,1
117,686,74,43,9
118,656,35,89,9
119,456,80,55,3
120,550,71,5,3
121,566,7,85,5
122,357,72,87,2
123,207,95,34,3
124,609,65,35,6
125,375,52,57,5
126,494,1,89,3
127,527,83,80,7
128,662,64,94,9
129,886,93,85,4
130,898,83,47,10
131,821,41,10,4
132,719,95,83,5
133,456,91,77,8
134,919,74,14,2
135,928,28,33,1
136,127,67,99,7
137,146,2,18,3
138,879,41,25,8
139,719,22,45,6
140,656,62,30,9
141,437,57,33,9
142,759,74,1,8
143,66,8,91,9
144,542,92,18,5
145,899,60,87,2
146,972,45,29,8
147,851,66,19,2
148,570,78,17,7
149,114,90,25,9
150,102,60,79,3
151,439,95,49,4
152,615,2,43,10
153,540,89,56,5
154,644,82,49,8
155,849,66,56,1
156,30,53,24,1
157,238,23,95,4
158,789,41,96,7
159,994,1,81,2
160,185,48,44,9
161,34,53,88,1
162,347,7,14,4
163,166,34,86,2
164,863,79,22,6
165,835,59,10,8
166,263,4,38,6
167,221,54,66,3
168,453,57,81,4
169,261,42,98,6
170,662,35,65,4
171,818,24,25,8
172,353,67,65,4
173,916,58,93,2
174,571,48,41,3
