0,318
1,266
2,216
3,132
4,451
5,94
6,576
7,10
8,724
9,445
10,703
11,148
12,437
13,339
14,22
15,354
16,156
17,412
18,694
19,666
20,583
21,520
22,164
23,973
24,397
25,78
26,991
27,626
28,244
29,922
30,849
31,53
32,97
33,264
34,934
35,60
36,519
37,701
38,554
39,623
40,291
41,219
42,577
43,191
44,964
45,707
46,914
47,601
48,860
49,745
50,620
51,396
52,961
53,837
54,585
55,750
56,753
57,455
58,850
59,590
60,15
61,235
62,604
63,253
64,350
65,549
66,317
67,617
68,445
69,965
70,777
71,430
72,86
73,571
74,592
75,481
76,639
77,143
78,630
79,524
80,590
81,468
82,435
83,398
84,715
85,597
86,965
87,777
88,571
89,312
90,795
91,409
92,157
93,631
94,719
95,776
96,897
97,755
98,400
99,983
100,690
101,481
102,499
103,867
104,172
105,975
106,760
107,513
108,969
109,775
110,62
111,561
112,459
113,186
114,565
115,475
116,221
117,259
118,498
119,736
120,842
121,285
122,550
123,673
124,817
125,791
126,658
127,948
128,175
129,106
130,440
131,875
132,504
133,121
134,142
135,328
136,977
137,859
138,509
139,317
140,808
141,98
142,225
143,998
144,361
145,304
146,908
147,500
148,328
149,704
150,563
151,264
152,292
153,946
154,204
155,531
156,186
157,141
158,657
159,361
160,740
161,226
162,633
163,139
164,812
165,819
166,963
167,22
168,905
169,99
170,914
171,875
172,109
173,521
174,446
175,46
176,111
177,427
178,46
179,83
180,423
181,872
182,934
183,805
184,395
185,223
186,30
187,751
188,899
189,438
190,315
191,82
192,729
193,212
194,421
195,440
196,270
197,705
198,88
199,8
200,81
201,566
202,546
203,88
204,391
205,833
206,431
207,321
208,337
209,66
210,743
211,929
212,5
213,753
214,795
215,104
216,127
217,63
218,202
219,517
220,86
221,427
222,330
223,696
224,656
225,740
226,424
227,246
228,231
229,394
230,849
231,800
232,873
233,953
234,222
235,564
236,722
237,420
238,193
239,342
240,755
241,50
242,604
243,674
244,691
245,520
246,586
247,826
248,516
249,109
250,571
251,881
252,96
253,870
254,289
255,700
256,612
257,479
258,691
259,795
260,540
261,488
262,973
263,933
264,134
265,584
266,2
267,229
268,99
269,297
270,623
271,668
272,447
273,321
274,664
275,971
276,273
277,886
278,444
279,528
280,33
281,841
282,270
283,364
284,856
285,263
286,873
287,973
288,720
289,588
290,741
291,278
292,778
293,299
294,433
295,492
296,503
297,714
298,285
299,636
300,351
301,609
302,594
303,178
304,273
305,238
306,115
307,271
308,507
309,3
310,841
311,607
312,771
313,58
314,670
315,256
316,701
317,275
318,817
319,460
320,255
321,750
322,572
323,319
324,939
325,83
326,14
327,969
328,743
329,710
330,367
331,777
332,964
333,819
334,409
335,734
336,321
337,624
338,432
339,152
340,498
341,966
342,37
343,328
344,715
345,667
346,719
347,651
348,824
349,48
350,996
351,232
352,39
353,554
354,966
355,339
356,875
357,573
358,610
359,691
360,400
361,751
362,300
363,611
364,385
365,26
366,681
367,501
368,298
369,24
370,840
371,722
372,801
373,557
374,791
375,599
376,996
377,277
378,596
379,185
380,681
381,477
382,829
383,490
384,308
385,462
386,652
387,534
388,134
